BP-date,Title in BP,Title,IDN,Date,Page,Commentaire,Categories_test,Image,Lien KBR
BP-date,Le Soir in BP,Le Soir,15438406,15/11/1945,3,"Faits Divers / Le Bruxelles 55 , Bd. Anspach, présente cette semaine, au thé, en soirée et à l'apéritif le dimanche matin, Berthe Coppi, la trépidante fantaisiste; Marcel Antoine, notre Slache national, dans un sketch ""Slache et le mandarin"" avec Pierre Colson et Robert Vanderstraeten. orchestre Eddy Verrydt et son ensemble mixte",MA-Slache,,https://uurl.kbr.be/1604102/p3
BP-date,Le Soir in BP,Le Soir,15438406,18/12/1955,3,Programmation théâtrale ; concert music-hall Saint-Sauveur,MA-subj,,https://uurl.kbr.be/1607710/p3
BP-date,Le Soir in BP,Le Soir,15438406,9/10/1960,3,"L'inauguration du mémorial Marcel Antoine : (...) 
CHECK: Gaston Williot, ami personnel et président de la Presse bruxelloise, ...evoque Slache
Une association ""les amis de Marcel Antoine"" est fondé par (1) les amis de Manneken-Pis, (2) les chansonniers de Belgique et (3) La Mine souriante,  ""dont l'inauguration du médaillon constitue une première manifestation""",MA-subj,,https://uurl.kbr.be/1609512/p3
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,10/02/1930,4,Aux anciens de l'athénée de Schaerbeek: MA est mentionné,MA-subj,,https://uurl.kbr.be/1262266/p4
BP-date,Le Soir in BP,Le Soir,15438406,11/01/1932,4,"La radiophonie en Belgique / Au palais d'été: un meeting de protestation de Radio-Schaerbeek : ""M. André, au nom des uaditeurs de Radio-Schaerbeek, affirme que plus de cent mille sans-filistes ""lutteront jusqu'au bout pour obtenir satisfaction et ne paieront plus 60 francs par an pour entendre les émissions politiques de l'I.N.R. qui ennuient tout le monde""
cf. Faustus contre Bovesse
Radio-cointes
""Vive radio-Schaerbeek!"" , ""A bas l'I.N.R."" !",Radio,,https://uurl.kbr.be/1599284/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,28/02/1932,4,"Un gala des Diables Noirs et de l'Amicale des Carabiniers cyclistes"" - MA acteur dans une pièce de Germain Lucigny ""A l'Est du Nouveau""",MA-subj,,https://uurl.kbr.be/1522662/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,2/03/1933,4,"Le Gala du 11 mars au palais des Beaux-Arts : Au profit de la villa ""Chez Nous"" : Tous les artistes seront présentés au public par MA (+ 04/03 et le 07/03/1933)",MA-subj,,https://uurl.kbr.be/1523026/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,19/01/1935,4,"""La journée de samedi"" . 20h (salle) Patria - Revue de la protection : Ouvrons.... L'Heysel"" de MA",MA-subj,,https://uurl.kbr.be/1523710/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,4/02/1935,4,"(La journée de lundi) La Besace Rue Edith Cavell 29, 20:30 MA : ""Arles, La Camargue et les Saintes"" (?)",MA-subj,,https://uurl.kbr.be/1523726/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,11/04/1935,4,Pour les enfants des chômeurs le 14/04 dans salle Patria,MA-subj,,https://uurl.kbr.be/1523792/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,17/05/1935,4,Les expositions : La Mine souriante à la Galerie de la Toison d'Or (MA avec un dessin de Adolphe Max et son chien Happy),MineSouriante,,https://uurl.kbr.be/1523828/p4
BP-date,L'Etoile belge in BP,L'Etoile belge,16365174,3/04/1937,4,"Théâtre Albert - A partir de lundi ""Les Comptes du 11 avril"", revue de cabaret de Mister Van et de Marcel Antoine avec le concours des artistes du ""Trouvère"", du pianiste Jacques Stedhman, de la danseuse Andrée Lambert, de divers chansonniers, du dessinateur Léo Campion, et des comédiens Jacques Roger, Wilden, Meivan, Seguin, Jos Ruynal, etc.",MA-subj,,https://uurl.kbr.be/1751229/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,6/04/1938,4,"Le journée de mercredi: divers: 20h Ancien hôtel communal de Laeken: ""En vers et contre tout"" de MA",MA-subj,,https://uurl.kbr.be/1524880/p4
BP-date,Le Radio in BP,Le Radio,12126493,24/04/1938,4,caricature MA : Esther Deltenre,MA-auth/art,,https://uurl.kbr.be/2045443/p4
BP-date,Le Radio in BP,Le Radio,12126493,3/07/1938,4,"Cartoon MA ""Chants et danses d'Italie""",MA-auth/art,,https://uurl.kbr.be/2045463/p4
BP-date,Le Radio in BP,Le Radio,12126493,7/08/1938,4,"V.N., ""Trinité radiophonique"" (PHOTO Marcel Antoine) ""Ce qui domine, évidemment, ce sont les voix de Slache et Olive, qui, alliées au timbre naturel du speaker, forment cette trinité dont chaque émission fait nos délices""",Radio+Slache,,https://uurl.kbr.be/2045473/p4
BP-date,Le Radio in BP,Le Radio,12126493,4/09/1938,4,Y a d'la Joie ... Chez les Femmes ! (une fantaisie de MA),MA-auth/art,,https://uurl.kbr.be/2045481/p4
BP-date,Le Radio in BP,Le Radio,12126493,2/10/1938,4,Gai! Marions-Nous (une fantaisie de Lise Coliny) (dessin MA),MA-auth/art,,https://uurl.kbr.be/2045489/p4
BP-date,Le Soir in BP,Le Soir,15438406,3/10/1938,4,"Au cercle sportif du ""Soir"" / grande soirée artistique au profit de la Saint-Nicolas des petits déshérités. E. a. Marcel Antoine, ""le célèbre 'Slache' si populaire à la radio (...)",MA-subj,,https://uurl.kbr.be/1601852/p4
BP-date,Le Radio in BP,Le Radio,12126493,7/10/1938,4,"""Les Larmes"" (Une fantaisie plein d'amertume de Lise Coliny)",MA-auth/art,,https://uurl.kbr.be/2045491/p4
BP-date,Le Radio in BP,Le Radio,12126493,30/10/1938,4,"Vieilles Chansons (fantaisie de Lise Coliny) (texte + dessin MA)
Une émission gaie, le 5 novembre Ya d'la Joie ... dans l'Ivresse (MA)",MA-auth/art,,https://uurl.kbr.be/2045497/p4
BP-date,Le Radio in BP,Le Radio,12126493,6/11/1938,4,Y a d'la Joie ... A deux ... (MA),MA-auth/art,,https://uurl.kbr.be/2045499/p4
BP-date,Le Radio in BP,Le Radio,12126493,13/11/1938,4,"[p1 : Une séance du Cabaret de la Bonne Antenne : dessin de Jean Dratz]
Y a d'la Joie ... En Europe (une fantaisie baladeuse de MA)",MA-auth/art,,https://uurl.kbr.be/2045501/p4
BP-date,Le Radio in BP,Le Radio,12126493,18/11/1938,4,Vers les Rives Exotiques (Une fantaisie ensoleillée de Lise Coliny) (dessin MA),MA-auth/art,,https://uurl.kbr.be/2045503/p4
BP-date,Le Radio in BP,Le Radio,12126493,25/11/1938,4,Vieilles Chansons (une fantaisie de Marcel Antoine interprétée par Lise Coliny et Théo Parlon (02/12 à 15h40),Radio,,https://uurl.kbr.be/2045505/p4
BP-date,Le Radio in BP,Le Radio,12126493,18/12/1938,4,"Une fantaisie de Lise Coliny : Les Artistes que vous aimez ... (texte + dessin MA)
Y a d'la Joie ... dans l'Orchestre ! (Une fantaisie musico-abracadabrante de MA",MA-auth/art,,https://uurl.kbr.be/2045511/p4
BP-date,Le Radio in BP,Le Radio,12126493,25/12/1938,4,"Y a d'la Joie ... dans le Midi ! (une fantaisie caniculaire de MA)
Les Rendez-Vous (fantaisie par Lise Coliny) (texte + dessin MA)",MA-auth/art,,https://uurl.kbr.be/2045513/p4
BP-date,Le Radio in BP,Le Radio,12126493,22/01/1939,4,"Y a d'la Joie ... avec Fernandel et Florelle (""Florelle et Fernandel, au cours de la nouvelle fantaisie de Marcel Antoine, alterneront leurs couplets."") (pas de dessin)
Les artistes que vous aimez (fantaisie de Lise Coliny) (M.A.)",MA-auth/art,,https://uurl.kbr.be/2045521/p4
BP-date,L'Etoile belge in BP,L'Etoile belge,16365174,28/01/1939,4,"""Le VIIe bal du Tennis - le succès de la grande fête des tennismen s'annonce ... c'est ainsi que le populaire ""Slache"" par la voix de son créateur Marcel Antoine donnera ses impressions certes inattendues sur le tennis. ...",MA-subj,,https://uurl.kbr.be/1754083/p4
BP-date,Le Radio in BP,Le Radio,12126493,29/01/1939,4,"Y a d'la Joie ... en amour (MA)
Chansons à tout âge ... fantaisie musicale de Lise Coliny (texte + dessin MA)",MA-auth/art,,https://uurl.kbr.be/2045523/p4
BP-date,Le Radio in BP,Le Radio,12126493,3/02/1939,4,"Y a d'la Joie ... Chez les Soldats (fantaisie militaire de MA)
Le Tour du Monde en Chantant  En Voiture !!! (fantaisie baladeuse de Lise Coliny)",MA-auth/art,,https://uurl.kbr.be/2045525/p4
BP-date,Le Radio in BP,Le Radio,12126493,12/02/1939,4,"Y a d'la Joie ... chez les Imitateurs (MA)
Chansons de Charme (Lise Coliny/ MA)",MA-auth/art,,https://uurl.kbr.be/2045527/p4
BP-date,Le Radio in BP,Le Radio,12126493,24/02/1939,4,"En se promenant ... Une fantaisie baladeuse de Lise Coliny (texte + dessin MA)
",MA-auth/art,,https://uurl.kbr.be/2045531/p4
BP-date,Le Radio in BP,Le Radio,12126493,3/03/1939,4,Derrière les Volets - Fantaisie misico-provinciale de Lise Coliny (texte + dessin MA),MA-auth/art,,https://uurl.kbr.be/2045533/p4
BP-date,Le Radio in BP,Le Radio,12126493,12/03/1939,4,Y a d'la Joie ... Chez les Loufouques ! (Fantaisie abracadabrante de MA),MA-auth/art,,https://uurl.kbr.be/2045535/p4
BP-date,Le Radio in BP,Le Radio,12126493,24/03/1939,4,"La Série Joyeuse ""Y a d'la Joie"" avec Marcel Antoine (PHOTO portrait) : ""Ecoutez chaque samedi""",MA-subj,,https://uurl.kbr.be/2045539/p4
BP-date,Le Radio in BP,Le Radio,12126493,2/04/1939,4,"Armand Varlez : ""Humour Bruxellois ..."" : MA dans la tradition ""Kaekebroeck"" et ""Beulemans""",MA-subj,,https://uurl.kbr.be/2045541/p4
BP-date,Le Radio in BP,Le Radio,12126493,30/04/1939,4,Samedi 6 Mai Y a d'la Joie ... Au Studio (MA / pas de dessin),MA-auth/art,,https://uurl.kbr.be/2045549/4
BP-date,Le Soir in BP,Le Soir,15438406,29/09/1939,4,"A la Gaité : (interview avec le nouveau directeur Verryck) : ouverture Noël Barcy .... principaux interprètes: ""Esther Deltenre, Rittche, Festerat, Marcel Antoine qui créa plus de deux cents sketches à la radio et dont le type populaire ""Slache"" connaîtra enfin les feux de la rampe. Figurent également dans ma troupe ...""",MA-Slache,,https://uurl.kbr.be/1602212/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,22/10/1939,4,"Les Théâtres à Bruxelles: Gaité - ""Reteqez vos places par téléphone"" - soit en matinée, à 15h, soit en soirée , à 20h30, pour applaudir Esther Deltenre, Rittche et Festerat, Jef Miller, Tony Early, Fanny de Real, Gaby Letty, Pani Etance, les 12 Gaity-Girls et Marcel Antoine qui présente son populaire Slache dans la 'revue de la Gaité'. L'orchestre est dirigé par Tony Vacs. Ce spectacle peut être vu par tout le monde""",MA-Slache,,https://uurl.kbr.be/1525443/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,5/11/1939,4,"Les théâtres à Bruxelles: Gaité: la maginifique ""Revue de la Gaité"" de Noël Barcy, interprétée magistralement par Esther Deltenre, Rittche et Festerat, ..., l'humoriste Marcel Antoine, qui présente son populaire Slache. Les 12 Gaity Girls, Tony Vaes et son orchestre""",MA-Slache,,https://uurl.kbr.be/1525457/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,12/11/1939,4,"IDEM - Gaité : il y aura deux représentations aujourd'hui dimanche, en matinée et soirée, du meilleur spectacle que l'on puisse applaudir actuellement à Bruxelles, avec les joyeux contiques Esther Deltenre, ..., l'humoriste MA qui présente son populaire Slache. (...)""",MA-Slache,,https://uurl.kbr.be/1525464/p4
BP-date,La Nation belge in BP,La Nation belge,17172248,19/01/1940,4,"Fête de la garde civile territoriale de Saint-Gilles ; Marcel Antoine, le slache bien connu des sans-filistes",MA-Slache,,https://uurl.kbr.be/1525531
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,16/11/1945,4,"MA, notre ineffable ""Slache national"" dans son répertoire et un sketch ""Slache et le mandarin"" (colonne droite en bas)",MA-Slache,,https://uurl.kbr.be/1266612/p4
BP-date,Le Soir in BP,Le Soir,15438406,23/06/1962,4,"A la ""Mine souriante"" : 31e salon Le prix ""Mine souriante"" 2000 BEF à Picha; 1000 BEF à Crabbe",MineSouriante,,https://uurl.kbr.be/1610058/p4
BP-date,L'Etoile belge in BP,L'Etoile belge,16365174,14/04/1929,5,T.S.F. - Radio Belgique - 20 h. 30 - Marcel Antoine dans son oeuvre,MA-subj,,https://uurl.kbr.be/1755841/p5
BP-date,Le Soir in BP,Le Soir,15438406,23/01/1930,5,"Arts, Science, Lettres. Un groupe se forme qui réunira tous les dessinateurs humoristes belges. Ecrire pour renseignements à M. Marcel Antoine, 47, rue de la Croix de Fer, Bruxelles",MineSouriante,,https://uurl.kbr.be/1598559/p5
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,25/10/1931,5,T.S.F. - Radio-Bruxelles : 20h45: le quart d'heure amusant (MA),Radio,,https://uurl.kbr.be/1262854/p5
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,4/04/1932,5,"Le gala de ""l'étincelle""",MA-subj,,https://uurl.kbr.be/1263007/p5
BP-date,L'Indépendance belge in BP,L'Indépendance belge,17229173,10/04/1932,5,"A.C., ""Parmis nos cercles d'art théâtrales : L'Etincelle"" : ""MM. Franz Dezwaef, Rickal, Frisque, Joachain, Gerlache, Marcel Antoine, etc., sont les principaux éléments grâce auquel ces heureux résultats ont pu être obtenu.""
check: dessin de MA signé (early version) ""Costume de Malbrouck"".",MA-auth/art,,https://uurl.kbr.be/1084544/p5
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,8/06/1932,5,"L'exposition des humoristes belges : ""Nos frères les animaux"" par MA (réproduction)",MineSouriante,,https://uurl.kbr.be/1263072/p5
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,12/07/1932,5,"Le salon des humoristes - ""Tous les humoristes, exposants et sympathisants, assistaient à cette joyeuse réunion, au cours de laquelle, successivement MM Goset, Marcel Antoine et Moreau se félicitèrent du succès du 3e Salon de la ""Mine souriante""",MineSouriante,,https://uurl.kbr.be/1857635/p5
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,16/02/1933,5,Le groupement post-scolaire de Schaerbeek - MA etc.,MA-subj,,https://uurl.kbr.be/1263266/p5
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,30/04/1933,5,MA sur le gala des invalides de la guerre,MA-subj,,https://uurl.kbr.be/1263339/p5
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,25/08/1933,5,"La radiophonie belge, société coopérative vous invite à l'exposition les 26-27 août, les artistes seront présentés par le sympathique speaker de Radio-Schaerbeek, MA",MA-subj,,https://uurl.kbr.be/1263434/p5
BP-date,La Nation belge in BP,La Nation belge,17172248,22/03/1935,5,"Pour les enfants des chômeurs du Borinage (Elisabeth + Max) matinée de gala au Théâtre des Galeries le 06/04. La section dramatique de la Protection y interprètera la spirituelle revue Ouvrons l'Heysel, due à la plume alerte de MA"" (+ PHOTO) >>29/03; 30/03; 03/04;",MA-subj,,https://uurl.kbr.be/1523772/p5
BP-date,La Nation belge in BP,La Nation belge,17172248,31/05/1936,5,Les expositions : 7e salon de La Mine Souriante,MineSouriante,,https://uurl.kbr.be/1524207/p5
BP-date,Le Soir in BP,Le Soir,15438406,7/02/1937,5,"Le Gala des ""sans nom"" / MA présente avec Welly Coupez. E.A. Lily Bourget; ""l'hilarant Slache, qui ressemble à s'y méprendre à Marcel Antoine lui-même"", René Picolo et Yvan Tiarto, fantaisistes du ""Grillon"".",MA-Slache,,https://uurl.kbr.be/1601208/p5
BP-date,L'Etoile belge in BP,L'Etoile belge,16365174,14/02/1939,5,"La cinquantième sortie-collecte des ""sans-nom"" : 56 années de dévouement à la charité : M. Marcel Antoine, l'humoriste bien connu, à bien voulu ,prêter son concours. Il y débutera dans sa manière habituelle un dialogue très spirituel entre ""Slache"" et Manneken-Pis.  ",MA-Slache,,https://uurl.kbr.be/1752178/p5
BP-date,Vooruit in BP,Vooruit,15981364,22/04/1949,5,RADIO - Radio Luxemburg 18u45-18u50 : 5 minuten met Slache,Radio+Slache,,https://uurl.kbr.be/1557013/p5
BP-date,Vooruit in BP,Vooruit,15981364,6/05/1949,5,RADIO - Radio Luxemburg 18u45-18u50 : 5 minuten met Slache,Radio+Slache,,https://uurl.kbr.be/1557026/p5
BP-date,Vooruit in BP,Vooruit,15981364,3/06/1949,5,RADIO - Radio Luxemburg 18u15-18u20 : 5 minuten met Slache,Radio+Slache,,https://uurl.kbr.be/1557054/p5
BP-date,Le Soir in BP,Le Soir,15438406,25/05/1955,5,"Fernand Servais, ""Un quart d'heure avec ... Marcel Antoine"" (+ PHOTO): (...) ""Mon plus grand désir serait de le reproduire à l'I.N.R. Mais on y est adversaire des émissions patoisantes"". ""La guerre de 1940 fut pour Antoine un temps de repos professionnel : ni radio, ni dessin (...)",MA-subj,,https://uurl.kbr.be/1607503/p5
BP-date,Le Soir in BP,Le Soir,15438406,3/10/1957,5,"(F.S.) Exposition 58 Les projets de ""Belgique 1900"" (...) signalons, enfin, qu'un concours original sera renouvelé : celui du ""super castar"" et qu'une ""zwanze-exhibition"" de tableaux, de dessins, de caricatures aura lieu, sous la direction de l'humoriste Marcel Antoine",MineSouriante,,https://uurl.kbr.be/1608497/p5
BP-date,Le Soir in BP,Le Soir,15438406,17/11/1957,5,(F.S. = Fernand Servais) Le gala Esther Deltenre aux Folies-Bergère,Other,,https://uurl.kbr.be/1608542/p5
BP-date,Le Soir in BP,Le Soir,15438406,25/11/1960,5,"Un ""prix Marcel Antoine"" de 2000 BEF ""sera alloué tous les ans à un jeune chansonnier ou nà un jeune dessinateur humoriste""",MA-subj,,https://uurl.kbr.be/1609552/p5
BP-date,Le Soir in BP,Le Soir,15438406,24/12/1960,5,lm,,,https://uurl.kbr.be/1609577/p5
BP-date,La Nation belge in BP,La Nation belge,17172248,8/02/1929,6,"Communiqué: (25/02) ""L'Orphéon de Bruxelles"" concours Radio-Belgique. MA ""l'humoriste bien connu s'y fera entendre dans son répertoire""",MA-subj,,https://uurl.kbr.be/1521554/p6
BP-date,L'Etoile belge in BP,L'Etoile belge,16365174,25/02/1929,6,T.S.F. - Radio Belgique - Marcel Antoine dans son oeuvre,MA-subj,,https://uurl.kbr.be/1755794/p6
BP-date,L'Etoile belge in BP,L'Etoile belge,16365174,25/03/1931,6,"D'une onde à l'autre : Notre collaborateur MA fera dimanche prochain à 20h30 devant le microphone de l'I.N.R. (émission française), une causerie sur ""Quelques bonnes histoires en prose et en vers""",Radio,,https://uurl.kbr.be/1756222/p6
BP-date,Le Soir in BP,Le Soir,15438406,9/05/1931,6,"Arts, Sciences, Lettres. // Le groupement ""la mine souriante"" organise, du 9 au 21 mai, à la Galerie Kodak, son deuxième salon des humoristes, avec le concours des maîtres belges du crayon: Amédée Lijnen, Henry lemaire, Ochs, Ex, Roméo Dumoulin, Jan Van Cleemput, Ancia, Marcel Antoine, Francis André, Hergé, Klec, De Grove, Jacques Laudry, jeanne Hovine, Germaine Hagermans, van Deuren, etc. etc.""",MineSouriante,,https://uurl.kbr.be/1599030/p6
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,28/06/1931,6,"T.S.F. - Bruxelles: 20h45: quelques histoires pour rire, racontées par MA",Radio,,https://uurl.kbr.be/1262734/p6
BP-date,La Libre Belgique in BP,La Libre Belgique,16159138,20/11/1936,6,"Une information est ouverte à charge de ""L'Action Wallone"" au sujet de la publication d'un dessin représentant le Roi serrant la main au chancellier Hitler. La caricature était présenté sous le titre ""La nouvelle interprétation de la brabçonne?"". Le directeur est M.G. truffaut, député et échevin socialiste de Liège.",Other,,https://uurl.kbr.be/1495391/p6
BP-date,Le Soir in BP,Le Soir,15438406,7/02/1938,6,"Notice sur le VIeme bal du Tennis : ""Marcel Antoine, prince des speakers, sut entretenir l'atmosphère joyeuse qui est de tradition au ""Bal du Tennis"" et recueillit un succès aussi grand, lorsqu'il incarna l'inénarrable ""Slache"" que quand il présenta quelques aimables rosseries de Camille Fichefet sur les champons de la raquette"" + mention d'une participation au bal annnuel de gala des ""Sangliers""",MA-subj,,https://uurl.kbr.be/1601998
BP-date,Le Soir in BP,Le Soir,15438406,20/03/1940,6,"Programme théâtre : annonce théâtre Gaité ; ""En attraction, Marcel Antoine (Slache), Dimanche et lundi, matinées""",MA-Slache,,https://uurl.kbr.be/1602384
BP-date,Le Soir in BP,Le Soir,15438406,23/11/1946,6,"VIA MALA / Le Cabaret De La Joie avec Lui, l'Autre et Moi Marcel Antoine, René Clerel, René Picolo / àpd samedi dès 20h30 / VENEZ RIRE AUX ECLATS",MA-subj,,https://uurl.kbr.be/1604469/p6
BP-date,Le Soir in BP,Le Soir,15438406,17/04/1959,6,Marcel Antoine Chansonnier - Journaliste (obituaire),MA-subj,,https://uurl.kbr.be/1609035/p6
BP-date,Le Soir in BP,Le Soir,15438406,14/01/1960,6,"Le 30me salon de la ""Mine souriante"" (F.S. = Fernand Servais) : ""exposition posthume""",MineSouriante,,https://uurl.kbr.be/1609273/p6
BP-date,La Nation belge in BP,La Nation belge,17172248,24/02/1932,7,"I.N.R. - 20:45-21:00 : ""Le quart d'heure amusant"" (M. Marcel Antoine)",Radio,,https://uurl.kbr.be/1522658/p7
BP-date,La Nation belge in BP,La Nation belge,17172248,1/06/1932,7,Radio-Schaerbeek-Bruxelles 12:00 concert-apéritif commenté et dirigé par MA (programme musique variée),Radio,,https://uurl.kbr.be/1522756/p7
BP-date,La Nation belge in BP,La Nation belge,17172248,2/06/1932,7,IDEM Radio-Schaerbeek / concert 12:00-13:00 / + variétés 15:00 >> ,Radio,,
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,9/06/1933,7,"Les résultats de la catégorie Dessinateurs du concours de ""L'esprit en Belgique"" : 20 reproductions dont la 2ième de MA, le 6e de Léo Campion et le 20ième de Stanislas Steeman",MA-subj,,https://uurl.kbr.be/1263379/p7
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,2/07/1934,7,"Le banquet de la ""mine souriante"" : MA vient d'être élu par ses pairs ""prince des humoristes"" de la ""Mine souriante"". Cet photo le montre entouré d'un groupe imposant d'""électrices"" enthousiastes.",MineSouriante,,https://uurl.kbr.be/1263743/p7
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,15/07/1934,7,L'Election de Miss Bruxelles (Photo: Miss Bruxelles Rosette Jaspar) : MA est membre du jury,MA-subj,,https://uurl.kbr.be/1263756/p7
BP-date,La Nation belge in BP,La Nation belge,17172248,16/02/1939,7,"La vie bruxelloise : Au soutien de St-Gilles : ""Le grand 'bal travesti' du Soutien de St-Gilles aura lieu le samedi 25 février à la Madeleine. Ce sera l'une des manifestations philantropiques les plus réussis de la saison. ... Au micro, l'humoriste Marcel Antoine. un concours de travestis, dotés de plusieurs prix importants, ...""",MA-subj,,https://uurl.kbr.be/1525195/p7
BP-date,Vers l'avenir in BP,Vers l'avenir,15442494,28/04/1940,7,"TSF / Radio-Binche : 11h40 ""Spirou a deux ans"", sketch de Jean Doisy",Other,,https://uurl.kbr.be/1507784/p7
BP-date,Le Soir in BP,Le Soir,15438406,28/06/1940,7,"Music-Hall Saint-Sauveur : .... ""Parmi les vedettes, citons l'humoriste bruxellois Marcel Antoine, l'auteur de ""Slache"", ....",MA-Slache,,https://uurl.kbr.be/1602456/p7
BP-date,Le Soir in BP,Le Soir,15438406,16/10/1957,7,"Exposition 58 ""La Zwans-Exhibition aura lieu !"" => ""une réunion extraordinaire de ""La mine souriante"" présidée par Marcel Antoine qui a communiqué à ses membres ce que sera l'apport de l'humour, en 1958. ""La Mine souriante"" va resusciter la vieille ""Zwans-Exhibition"", qui connut, à Bruxelles, un succès formidable en 1885 et qui fut organisée au profit de l'""Oeuvre de la presse"" ... (1914) etc. ",MineSouriante,,https://uurl.kbr.be/1608510/p7
BP-date,Le Soir in BP,Le Soir,15438406,6/02/1958,7,"au ""bar Martini"" : (PHOTO) au bar des vedettes : les chansonniers",MA-subj,,https://uurl.kbr.be/1608622/p7
BP-date,Le Soir in BP,Le Soir,15438406,13/12/1964,7,"(F.S.) Une fête eupenoise à bruxelles sous les auspices de ""La Mine souriante""
(F.S. = Fernand Servais)",MineSouriante,,https://uurl.kbr.be/1610606/p7
BP-date,Le Soir in BP,Le Soir,15438406,30/06/1965,7,"Le 35e anniversaire de ""La mine souriante"" (32e salon des humoristes)",MineSouriante,,https://uurl.kbr.be/1812548/p7
BP-date,Le Soir in BP,Le Soir,15438406,30/04/1930,8,Le Club 28: le grand banquet du Club 28 (MA dans son répertoire),MA-subj,,https://uurl.kbr.be/1598656/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,14/06/1933,8,"L'Esprit en Belgique - dessin inédit de MA préfigurant Slache : ""Chez le photographe""",MA-auth/art,,https://uurl.kbr.be/1263384/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,17/07/1933,8,"(en bas) Voyez dans notre numéro de mercredi des dessins inédits de Lenoir, Marcel Antoine, Ancia, Ebinger, Dorchy et T'Sas",MA-auth/art,,https://uurl.kbr.be/1263402/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,20/09/1933,8,L'Esprit en Belgique : dessin de MA mais également un de son frère Georges Antoine (!),MA-auth/art,,https://uurl.kbr.be/1263459/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,11/10/1933,8,L'esprit en Belgique,MA-auth/art,,https://uurl.kbr.be/1263480/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,1/11/1933,8,L'esprit en Belgique,MA-auth/art,,https://uurl.kbr.be/1263501/p8
BP-date,Vers l'Avenir in BP,Vers l'Avenir,15442494,3/05/1937,8,"Choses et gens du micro - Décoration - Félicitations au joyeux ""Slache"" de Radio-Schaerbeek, a qui le gouvernement vient de décerner les palmes d'or de l'Ordre de la Couronne. Mais ce n'est pas à titre de radiophoniste que Marcel Antoine a été décoré, mais de fondateur de la ""Mine Souriante"", de ce groupe d'humoristes et caricaturistes qui, l'an dernier, exposait à la Bourse de namur, une abondante sélection  d'oeuvres, cause d'inextinguibles rires""",MineSouriante,,https://uurl.kbr.be/1506363/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,3/08/1938,8,"L'esprit en Belgique (MA draws Esther Deltenre, Blommaert, Ray Mu, Lenoir, Brauwez)",MA-auth/art,,https://uurl.kbr.be/1265581/p8
BP-date,Le Soir in BP,Le Soir,15438406,15/06/1939,8,"Radio-Schaerbeek 13h : ""Les aventures"" de Slache = > le dernier?",Radio+Slache,,https://uurl.kbr.be/1602106/p8
BP-date,La Nation belge in BP,La Nation belge,17172248,12/11/1939,8,"TSF: Conférence-Brux : 12h15 : les nouvelles aventures de Slache, par Marcel Antoine.",Radio+Slache,,
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,22/11/1939,8,"L'esprit en Belgique (MA - Slache, Victor 't Sas, Lenoir, Dorchy, Ray Mu, Jolomi)",MA-auth/art,,https://uurl.kbr.be/1266058/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,6/12/1939,8,"L'esprit en Belgique (MA, Lenoir, Pol Bar (!) portrait de Slache au mur",MA-auth/art,,https://uurl.kbr.be/1266072/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,13/12/1939,8,"L'esprit en Belgique (MA, Ancia, Ray Mu, Blommaert, Willemsen, ...)",MA-auth/art,,https://uurl.kbr.be/1266079/p8
BP-date,Le Soir in BP,Le Soir,15438406,29/03/1940,8,TSF / Stations régionales / Bruxelles-Conférences / 11h30 : Interview de Jean Doisy pour les amis de Spirou,Other,,https://uurl.kbr.be/1602393/p8
